"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","CPI","TOT","IDX2010","Q","1949-Q1",10.38924,
"CAN","CPI","TOT","IDX2010","Q","1949-Q2",10.38924,
"CAN","CPI","TOT","IDX2010","Q","1949-Q3",10.44648,
"CAN","CPI","TOT","IDX2010","Q","1949-Q4",10.53234,
"CAN","CPI","TOT","IDX2010","Q","1950-Q1",10.4751,
"CAN","CPI","TOT","IDX2010","Q","1950-Q2",10.56096,
"CAN","CPI","TOT","IDX2010","Q","1950-Q3",10.7613,
"CAN","CPI","TOT","IDX2010","Q","1950-Q4",11.07613,
"CAN","CPI","TOT","IDX2010","Q","1951-Q1",11.36234,
"CAN","CPI","TOT","IDX2010","Q","1951-Q2",11.76302,
"CAN","CPI","TOT","IDX2010","Q","1951-Q3",12.02061,
"CAN","CPI","TOT","IDX2010","Q","1951-Q4",12.24957,
"CAN","CPI","TOT","IDX2010","Q","1952-Q1",12.27819,
"CAN","CPI","TOT","IDX2010","Q","1952-Q2",12.13509,
"CAN","CPI","TOT","IDX2010","Q","1952-Q3",12.10647,
"CAN","CPI","TOT","IDX2010","Q","1952-Q4",12.10647,
"CAN","CPI","TOT","IDX2010","Q","1953-Q1",12.02061,
"CAN","CPI","TOT","IDX2010","Q","1953-Q2",11.93474,
"CAN","CPI","TOT","IDX2010","Q","1953-Q3",12.04923,
"CAN","CPI","TOT","IDX2010","Q","1953-Q4",12.13509,
"CAN","CPI","TOT","IDX2010","Q","1954-Q1",12.07785,
"CAN","CPI","TOT","IDX2010","Q","1954-Q2",12.04923,
"CAN","CPI","TOT","IDX2010","Q","1954-Q3",12.16371,
"CAN","CPI","TOT","IDX2010","Q","1954-Q4",12.16371,
"CAN","CPI","TOT","IDX2010","Q","1955-Q1",12.10647,
"CAN","CPI","TOT","IDX2010","Q","1955-Q2",12.10647,
"CAN","CPI","TOT","IDX2010","Q","1955-Q3",12.13509,
"CAN","CPI","TOT","IDX2010","Q","1955-Q4",12.19233,
"CAN","CPI","TOT","IDX2010","Q","1956-Q1",12.13509,
"CAN","CPI","TOT","IDX2010","Q","1956-Q2",12.16371,
"CAN","CPI","TOT","IDX2010","Q","1956-Q3",12.39267,
"CAN","CPI","TOT","IDX2010","Q","1956-Q4",12.50716,
"CAN","CPI","TOT","IDX2010","Q","1957-Q1",12.53578,
"CAN","CPI","TOT","IDX2010","Q","1957-Q2",12.65026,
"CAN","CPI","TOT","IDX2010","Q","1957-Q3",12.79336,
"CAN","CPI","TOT","IDX2010","Q","1957-Q4",12.8506,
"CAN","CPI","TOT","IDX2010","Q","1958-Q1",12.90784,
"CAN","CPI","TOT","IDX2010","Q","1958-Q2",12.96508,
"CAN","CPI","TOT","IDX2010","Q","1958-Q3",13.02232,
"CAN","CPI","TOT","IDX2010","Q","1958-Q4",13.13681,
"CAN","CPI","TOT","IDX2010","Q","1959-Q1",13.10819,
"CAN","CPI","TOT","IDX2010","Q","1959-Q2",13.05094,
"CAN","CPI","TOT","IDX2010","Q","1959-Q3",13.19405,
"CAN","CPI","TOT","IDX2010","Q","1959-Q4",13.30853,
"CAN","CPI","TOT","IDX2010","Q","1960-Q1",13.27991,
"CAN","CPI","TOT","IDX2010","Q","1960-Q2",13.30853,
"CAN","CPI","TOT","IDX2010","Q","1960-Q3",13.30853,
"CAN","CPI","TOT","IDX2010","Q","1960-Q4",13.48025,
"CAN","CPI","TOT","IDX2010","Q","1961-Q1",13.48025,
"CAN","CPI","TOT","IDX2010","Q","1961-Q2",13.48025,
"CAN","CPI","TOT","IDX2010","Q","1961-Q3",13.48025,
"CAN","CPI","TOT","IDX2010","Q","1961-Q4",13.48025,
"CAN","CPI","TOT","IDX2010","Q","1962-Q1",13.48025,
"CAN","CPI","TOT","IDX2010","Q","1962-Q2",13.59473,
"CAN","CPI","TOT","IDX2010","Q","1962-Q3",13.6806,
"CAN","CPI","TOT","IDX2010","Q","1962-Q4",13.73784,
"CAN","CPI","TOT","IDX2010","Q","1963-Q1",13.73784,
"CAN","CPI","TOT","IDX2010","Q","1963-Q2",13.73784,
"CAN","CPI","TOT","IDX2010","Q","1963-Q3",13.93818,
"CAN","CPI","TOT","IDX2010","Q","1963-Q4",13.9668,
"CAN","CPI","TOT","IDX2010","Q","1964-Q1",13.99542,
"CAN","CPI","TOT","IDX2010","Q","1964-Q2",14.08128,
"CAN","CPI","TOT","IDX2010","Q","1964-Q3",14.16714,
"CAN","CPI","TOT","IDX2010","Q","1964-Q4",14.19576,
"CAN","CPI","TOT","IDX2010","Q","1965-Q1",14.25301,
"CAN","CPI","TOT","IDX2010","Q","1965-Q2",14.39611,
"CAN","CPI","TOT","IDX2010","Q","1965-Q3",14.51059,
"CAN","CPI","TOT","IDX2010","Q","1965-Q4",14.59645,
"CAN","CPI","TOT","IDX2010","Q","1966-Q1",14.76817,
"CAN","CPI","TOT","IDX2010","Q","1966-Q2",14.96852,
"CAN","CPI","TOT","IDX2010","Q","1966-Q3",15.083,
"CAN","CPI","TOT","IDX2010","Q","1966-Q4",15.14024,
"CAN","CPI","TOT","IDX2010","Q","1967-Q1",15.2261,
"CAN","CPI","TOT","IDX2010","Q","1967-Q2",15.45507,
"CAN","CPI","TOT","IDX2010","Q","1967-Q3",15.68403,
"CAN","CPI","TOT","IDX2010","Q","1967-Q4",15.74127,
"CAN","CPI","TOT","IDX2010","Q","1968-Q1",15.91299,
"CAN","CPI","TOT","IDX2010","Q","1968-Q2",15.99886,
"CAN","CPI","TOT","IDX2010","Q","1968-Q3",16.28506,
"CAN","CPI","TOT","IDX2010","Q","1968-Q4",16.42816,
"CAN","CPI","TOT","IDX2010","Q","1969-Q1",16.51402,
"CAN","CPI","TOT","IDX2010","Q","1969-Q2",16.85747,
"CAN","CPI","TOT","IDX2010","Q","1969-Q3",17.05781,
"CAN","CPI","TOT","IDX2010","Q","1969-Q4",17.14367,
"CAN","CPI","TOT","IDX2010","Q","1970-Q1",17.34402,
"CAN","CPI","TOT","IDX2010","Q","1970-Q2",17.42988,
"CAN","CPI","TOT","IDX2010","Q","1970-Q3",17.57298,
"CAN","CPI","TOT","IDX2010","Q","1970-Q4",17.48712,
"CAN","CPI","TOT","IDX2010","Q","1971-Q1",17.57298,
"CAN","CPI","TOT","IDX2010","Q","1971-Q2",17.80195,
"CAN","CPI","TOT","IDX2010","Q","1971-Q3",18.11677,
"CAN","CPI","TOT","IDX2010","Q","1971-Q4",18.23125,
"CAN","CPI","TOT","IDX2010","Q","1972-Q1",18.46022,
"CAN","CPI","TOT","IDX2010","Q","1972-Q2",18.63194,
"CAN","CPI","TOT","IDX2010","Q","1972-Q3",19.03263,
"CAN","CPI","TOT","IDX2010","Q","1972-Q4",19.17573,
"CAN","CPI","TOT","IDX2010","Q","1973-Q1",19.51918,
"CAN","CPI","TOT","IDX2010","Q","1973-Q2",19.94848,
"CAN","CPI","TOT","IDX2010","Q","1973-Q3",20.54951,
"CAN","CPI","TOT","IDX2010","Q","1973-Q4",20.92158,
"CAN","CPI","TOT","IDX2010","Q","1974-Q1",21.40813,
"CAN","CPI","TOT","IDX2010","Q","1974-Q2",22.15226,
"CAN","CPI","TOT","IDX2010","Q","1974-Q3",22.81053,
"CAN","CPI","TOT","IDX2010","Q","1974-Q4",23.4688,
"CAN","CPI","TOT","IDX2010","Q","1975-Q1",23.89811,
"CAN","CPI","TOT","IDX2010","Q","1975-Q2",24.47052,
"CAN","CPI","TOT","IDX2010","Q","1975-Q3",25.27189,
"CAN","CPI","TOT","IDX2010","Q","1975-Q4",25.78706,
"CAN","CPI","TOT","IDX2010","Q","1976-Q1",26.15913,
"CAN","CPI","TOT","IDX2010","Q","1976-Q2",26.5312,
"CAN","CPI","TOT","IDX2010","Q","1976-Q3",26.93188,
"CAN","CPI","TOT","IDX2010","Q","1976-Q4",27.30395,
"CAN","CPI","TOT","IDX2010","Q","1977-Q1",27.87636,
"CAN","CPI","TOT","IDX2010","Q","1977-Q2",28.59187,
"CAN","CPI","TOT","IDX2010","Q","1977-Q3",29.1929,
"CAN","CPI","TOT","IDX2010","Q","1977-Q4",29.79393,
"CAN","CPI","TOT","IDX2010","Q","1978-Q1",30.39496,
"CAN","CPI","TOT","IDX2010","Q","1978-Q2",31.11048,
"CAN","CPI","TOT","IDX2010","Q","1978-Q3",31.88323,
"CAN","CPI","TOT","IDX2010","Q","1978-Q4",32.42702,
"CAN","CPI","TOT","IDX2010","Q","1979-Q1",33.11391,
"CAN","CPI","TOT","IDX2010","Q","1979-Q2",34.02977,
"CAN","CPI","TOT","IDX2010","Q","1979-Q3",34.68804,
"CAN","CPI","TOT","IDX2010","Q","1979-Q4",35.48941,
"CAN","CPI","TOT","IDX2010","Q","1980-Q1",36.26217,
"CAN","CPI","TOT","IDX2010","Q","1980-Q2",37.26388,
"CAN","CPI","TOT","IDX2010","Q","1980-Q3",38.32284,
"CAN","CPI","TOT","IDX2010","Q","1980-Q4",39.3818,
"CAN","CPI","TOT","IDX2010","Q","1981-Q1",40.72696,
"CAN","CPI","TOT","IDX2010","Q","1981-Q2",41.92902,
"CAN","CPI","TOT","IDX2010","Q","1981-Q3",43.18832,
"CAN","CPI","TOT","IDX2010","Q","1981-Q4",44.24728,
"CAN","CPI","TOT","IDX2010","Q","1982-Q1",45.36348,
"CAN","CPI","TOT","IDX2010","Q","1982-Q2",46.76588,
"CAN","CPI","TOT","IDX2010","Q","1982-Q3",47.7676,
"CAN","CPI","TOT","IDX2010","Q","1982-Q4",48.51173,
"CAN","CPI","TOT","IDX2010","Q","1983-Q1",48.85518,
"CAN","CPI","TOT","IDX2010","Q","1983-Q2",49.51345,
"CAN","CPI","TOT","IDX2010","Q","1983-Q3",50.31483,
"CAN","CPI","TOT","IDX2010","Q","1983-Q4",50.77275,
"CAN","CPI","TOT","IDX2010","Q","1984-Q1",51.37378,
"CAN","CPI","TOT","IDX2010","Q","1984-Q2",51.80309,
"CAN","CPI","TOT","IDX2010","Q","1984-Q3",52.2324,
"CAN","CPI","TOT","IDX2010","Q","1984-Q4",52.63309,
"CAN","CPI","TOT","IDX2010","Q","1985-Q1",53.23412,
"CAN","CPI","TOT","IDX2010","Q","1985-Q2",53.86377,
"CAN","CPI","TOT","IDX2010","Q","1985-Q3",54.37894,
"CAN","CPI","TOT","IDX2010","Q","1985-Q4",54.80824,
"CAN","CPI","TOT","IDX2010","Q","1986-Q1",55.52375,
"CAN","CPI","TOT","IDX2010","Q","1986-Q2",55.98168,
"CAN","CPI","TOT","IDX2010","Q","1986-Q3",56.63995,
"CAN","CPI","TOT","IDX2010","Q","1986-Q4",57.21236,
"CAN","CPI","TOT","IDX2010","Q","1987-Q1",57.75615,
"CAN","CPI","TOT","IDX2010","Q","1987-Q2",58.58615,
"CAN","CPI","TOT","IDX2010","Q","1987-Q3",59.2158,
"CAN","CPI","TOT","IDX2010","Q","1987-Q4",59.61649,
"CAN","CPI","TOT","IDX2010","Q","1988-Q1",60.13165,
"CAN","CPI","TOT","IDX2010","Q","1988-Q2",60.90441,
"CAN","CPI","TOT","IDX2010","Q","1988-Q3",61.56268,
"CAN","CPI","TOT","IDX2010","Q","1988-Q4",62.04923,
"CAN","CPI","TOT","IDX2010","Q","1989-Q1",62.82198,
"CAN","CPI","TOT","IDX2010","Q","1989-Q2",63.90956,
"CAN","CPI","TOT","IDX2010","Q","1989-Q3",64.82542,
"CAN","CPI","TOT","IDX2010","Q","1989-Q4",65.28334,
"CAN","CPI","TOT","IDX2010","Q","1990-Q1",66.22782,
"CAN","CPI","TOT","IDX2010","Q","1990-Q2",66.85747,
"CAN","CPI","TOT","IDX2010","Q","1990-Q3",67.51574,
"CAN","CPI","TOT","IDX2010","Q","1990-Q4",68.51746,
"CAN","CPI","TOT","IDX2010","Q","1991-Q1",70.49227,
"CAN","CPI","TOT","IDX2010","Q","1991-Q2",71.00744,
"CAN","CPI","TOT","IDX2010","Q","1991-Q3",71.43675,
"CAN","CPI","TOT","IDX2010","Q","1991-Q4",71.32227,
"CAN","CPI","TOT","IDX2010","Q","1992-Q1",71.60847,
"CAN","CPI","TOT","IDX2010","Q","1992-Q2",71.98054,
"CAN","CPI","TOT","IDX2010","Q","1992-Q3",72.29536,
"CAN","CPI","TOT","IDX2010","Q","1992-Q4",72.61019,
"CAN","CPI","TOT","IDX2010","Q","1993-Q1",73.12536,
"CAN","CPI","TOT","IDX2010","Q","1993-Q2",73.26846,
"CAN","CPI","TOT","IDX2010","Q","1993-Q3",73.55466,
"CAN","CPI","TOT","IDX2010","Q","1993-Q4",73.92673,
"CAN","CPI","TOT","IDX2010","Q","1994-Q1",73.52605,
"CAN","CPI","TOT","IDX2010","Q","1994-Q2",73.26846,
"CAN","CPI","TOT","IDX2010","Q","1994-Q3",73.66914,
"CAN","CPI","TOT","IDX2010","Q","1994-Q4",73.89811,
"CAN","CPI","TOT","IDX2010","Q","1995-Q1",74.64224,
"CAN","CPI","TOT","IDX2010","Q","1995-Q2",75.24327,
"CAN","CPI","TOT","IDX2010","Q","1995-Q3",75.38638,
"CAN","CPI","TOT","IDX2010","Q","1995-Q4",75.415,
"CAN","CPI","TOT","IDX2010","Q","1996-Q1",75.72982,
"CAN","CPI","TOT","IDX2010","Q","1996-Q2",76.33086,
"CAN","CPI","TOT","IDX2010","Q","1996-Q3",76.44534,
"CAN","CPI","TOT","IDX2010","Q","1996-Q4",76.90326,
"CAN","CPI","TOT","IDX2010","Q","1997-Q1",77.33257,
"CAN","CPI","TOT","IDX2010","Q","1997-Q2",77.56153,
"CAN","CPI","TOT","IDX2010","Q","1997-Q3",77.76188,
"CAN","CPI","TOT","IDX2010","Q","1997-Q4",77.70464,
"CAN","CPI","TOT","IDX2010","Q","1998-Q1",78.13394,
"CAN","CPI","TOT","IDX2010","Q","1998-Q2",78.33429,
"CAN","CPI","TOT","IDX2010","Q","1998-Q3",78.42015,
"CAN","CPI","TOT","IDX2010","Q","1998-Q4",78.56325,
"CAN","CPI","TOT","IDX2010","Q","1999-Q1",78.73498,
"CAN","CPI","TOT","IDX2010","Q","1999-Q2",79.59359,
"CAN","CPI","TOT","IDX2010","Q","1999-Q3",80.13737,
"CAN","CPI","TOT","IDX2010","Q","1999-Q4",80.42358,
"CAN","CPI","TOT","IDX2010","Q","2000-Q1",80.82427,
"CAN","CPI","TOT","IDX2010","Q","2000-Q2",81.53978,
"CAN","CPI","TOT","IDX2010","Q","2000-Q3",82.31254,
"CAN","CPI","TOT","IDX2010","Q","2000-Q4",82.88495,
"CAN","CPI","TOT","IDX2010","Q","2001-Q1",83.05667,
"CAN","CPI","TOT","IDX2010","Q","2001-Q2",84.45908,
"CAN","CPI","TOT","IDX2010","Q","2001-Q3",84.54494,
"CAN","CPI","TOT","IDX2010","Q","2001-Q4",83.77218,
"CAN","CPI","TOT","IDX2010","Q","2002-Q1",84.34459,
"CAN","CPI","TOT","IDX2010","Q","2002-Q2",85.60389,
"CAN","CPI","TOT","IDX2010","Q","2002-Q3",86.51974,
"CAN","CPI","TOT","IDX2010","Q","2002-Q4",86.94906,
"CAN","CPI","TOT","IDX2010","Q","2003-Q1",88.1225,
"CAN","CPI","TOT","IDX2010","Q","2003-Q2",87.97939,
"CAN","CPI","TOT","IDX2010","Q","2003-Q3",88.32284,
"CAN","CPI","TOT","IDX2010","Q","2003-Q4",88.46594,
"CAN","CPI","TOT","IDX2010","Q","2004-Q1",88.92387,
"CAN","CPI","TOT","IDX2010","Q","2004-Q2",89.92559,
"CAN","CPI","TOT","IDX2010","Q","2004-Q3",90.09731,
"CAN","CPI","TOT","IDX2010","Q","2004-Q4",90.49799,
"CAN","CPI","TOT","IDX2010","Q","2005-Q1",90.81282,
"CAN","CPI","TOT","IDX2010","Q","2005-Q2",91.64281,
"CAN","CPI","TOT","IDX2010","Q","2005-Q3",92.44419,
"CAN","CPI","TOT","IDX2010","Q","2005-Q4",92.50143,
"CAN","CPI","TOT","IDX2010","Q","2006-Q1",92.95936,
"CAN","CPI","TOT","IDX2010","Q","2006-Q2",93.9897,
"CAN","CPI","TOT","IDX2010","Q","2006-Q3",94.04694,
"CAN","CPI","TOT","IDX2010","Q","2006-Q4",93.76073,
"CAN","CPI","TOT","IDX2010","Q","2007-Q1",94.64796,
"CAN","CPI","TOT","IDX2010","Q","2007-Q2",96.05037,
"CAN","CPI","TOT","IDX2010","Q","2007-Q3",96.05037,
"CAN","CPI","TOT","IDX2010","Q","2007-Q4",96.02175,
"CAN","CPI","TOT","IDX2010","Q","2008-Q1",96.33658,
"CAN","CPI","TOT","IDX2010","Q","2008-Q2",98.31139,
"CAN","CPI","TOT","IDX2010","Q","2008-Q3",99.34173,
"CAN","CPI","TOT","IDX2010","Q","2008-Q4",97.85346,
"CAN","CPI","TOT","IDX2010","Q","2009-Q1",97.53864,
"CAN","CPI","TOT","IDX2010","Q","2009-Q2",98.36863,
"CAN","CPI","TOT","IDX2010","Q","2009-Q3",98.48312,
"CAN","CPI","TOT","IDX2010","Q","2009-Q4",98.62621,
"CAN","CPI","TOT","IDX2010","Q","2010-Q1",99.11276,
"CAN","CPI","TOT","IDX2010","Q","2010-Q2",99.74242,
"CAN","CPI","TOT","IDX2010","Q","2010-Q3",100.2862,
"CAN","CPI","TOT","IDX2010","Q","2010-Q4",100.8586,
"CAN","CPI","TOT","IDX2010","Q","2011-Q1",101.6886,
"CAN","CPI","TOT","IDX2010","Q","2011-Q2",103.091,
"CAN","CPI","TOT","IDX2010","Q","2011-Q3",103.2914,
"CAN","CPI","TOT","IDX2010","Q","2011-Q4",103.5776,
"CAN","CPI","TOT","IDX2010","Q","2012-Q1",104.0641,
"CAN","CPI","TOT","IDX2010","Q","2012-Q2",104.7224,
"CAN","CPI","TOT","IDX2010","Q","2012-Q3",104.5507,
"CAN","CPI","TOT","IDX2010","Q","2012-Q4",104.5507,
"CAN","CPI","TOT","IDX2010","Q","2013-Q1",105.0086,
"CAN","CPI","TOT","IDX2010","Q","2013-Q2",105.5238,
"CAN","CPI","TOT","IDX2010","Q","2013-Q3",105.7527,
"CAN","CPI","TOT","IDX2010","Q","2013-Q4",105.5238,
"CAN","CPI","TOT","IDX2010","Q","2014-Q1",106.4682,
"CAN","CPI","TOT","IDX2010","Q","2014-Q2",107.8706,
"CAN","CPI","TOT","IDX2010","Q","2014-Q3",107.9565,
"CAN","CPI","TOT","IDX2010","Q","2014-Q4",107.5558,
"CAN","CPI","TOT","IDX2010","Q","2015-Q1",107.6131,
"CAN","CPI","TOT","IDX2010","Q","2015-Q2",108.8437,
"CAN","CPI","TOT","IDX2010","Q","2015-Q3",109.2444,
"CAN","CPI","TOT","IDX2010","Q","2015-Q4",108.9868,
"CAN","CPI","TOT","IDX2010","Q","2016-Q1",109.273,
"CAN","CPI","TOT","IDX2010","Q","2016-Q2",110.5323,
"CAN","CPI","TOT","IDX2010","Q","2016-Q3",110.5896,
"CAN","CPI","TOT","IDX2010","Q","2016-Q4",110.5037,
"CAN","CPI","TOT","IDX2010","Q","2017-Q1",111.3623,
"CAN","CPI","TOT","IDX2010","Q","2017-Q2",111.992,
"CAN","CPI","TOT","IDX2010","Q","2017-Q3",112.1065,
"CAN","CPI","TOT","IDX2010","Q","2017-Q4",112.4785,
"CAN","CPI","TOT","IDX2010","Q","2018-Q1",113.652,
"FRA","CPI","TOT","IDX2010","Q","1955-Q1",7.82923,
"FRA","CPI","TOT","IDX2010","Q","1955-Q2",7.827431,
"FRA","CPI","TOT","IDX2010","Q","1955-Q3",7.746476,
"FRA","CPI","TOT","IDX2010","Q","1955-Q4",7.886797,
"FRA","CPI","TOT","IDX2010","Q","1956-Q1",7.965953,
"FRA","CPI","TOT","IDX2010","Q","1956-Q2",7.97135,
"FRA","CPI","TOT","IDX2010","Q","1956-Q3",7.953361,
"FRA","CPI","TOT","IDX2010","Q","1956-Q4",7.992939,
"FRA","CPI","TOT","IDX2010","Q","1957-Q1",8.009226,
"FRA","CPI","TOT","IDX2010","Q","1957-Q2",7.980072,
"FRA","CPI","TOT","IDX2010","Q","1957-Q3",8.223901,
"FRA","CPI","TOT","IDX2010","Q","1957-Q4",8.645299,
"FRA","CPI","TOT","IDX2010","Q","1958-Q1",9.244268,
"FRA","CPI","TOT","IDX2010","Q","1958-Q2",9.461594,
"FRA","CPI","TOT","IDX2010","Q","1958-Q3",9.554355,
"FRA","CPI","TOT","IDX2010","Q","1958-Q4",9.612661,
"FRA","CPI","TOT","IDX2010","Q","1959-Q1",9.941299,
"FRA","CPI","TOT","IDX2010","Q","1959-Q2",9.935998,
"FRA","CPI","TOT","IDX2010","Q","1959-Q3",10.01021,
"FRA","CPI","TOT","IDX2010","Q","1959-Q4",10.18778,
"FRA","CPI","TOT","IDX2010","Q","1960-Q1",10.36005,
"FRA","CPI","TOT","IDX2010","Q","1960-Q2",10.36535,
"FRA","CPI","TOT","IDX2010","Q","1960-Q3",10.46076,
"FRA","CPI","TOT","IDX2010","Q","1960-Q4",10.54822,
"FRA","CPI","TOT","IDX2010","Q","1961-Q1",10.58532,
"FRA","CPI","TOT","IDX2010","Q","1961-Q2",10.55087,
"FRA","CPI","TOT","IDX2010","Q","1961-Q3",10.66748,
"FRA","CPI","TOT","IDX2010","Q","1961-Q4",10.93251,
"FRA","CPI","TOT","IDX2010","Q","1962-Q1",11.09773,
"FRA","CPI","TOT","IDX2010","Q","1962-Q2",11.20668,
"FRA","CPI","TOT","IDX2010","Q","1962-Q3",11.3006,
"FRA","CPI","TOT","IDX2010","Q","1962-Q4",11.40955,
"FRA","CPI","TOT","IDX2010","Q","1963-Q1",11.60867,
"FRA","CPI","TOT","IDX2010","Q","1963-Q2",11.73264,
"FRA","CPI","TOT","IDX2010","Q","1963-Q3",11.9017,
"FRA","CPI","TOT","IDX2010","Q","1963-Q4",12.02192,
"FRA","CPI","TOT","IDX2010","Q","1964-Q1",12.10457,
"FRA","CPI","TOT","IDX2010","Q","1964-Q2",12.14214,
"FRA","CPI","TOT","IDX2010","Q","1964-Q3",12.22855,
"FRA","CPI","TOT","IDX2010","Q","1964-Q4",12.30744,
"FRA","CPI","TOT","IDX2010","Q","1965-Q1",12.39385,
"FRA","CPI","TOT","IDX2010","Q","1965-Q2",12.53285,
"FRA","CPI","TOT","IDX2010","Q","1965-Q3",12.55539,
"FRA","CPI","TOT","IDX2010","Q","1965-Q4",12.61926,
"FRA","CPI","TOT","IDX2010","Q","1966-Q1",12.72445,
"FRA","CPI","TOT","IDX2010","Q","1966-Q2",12.81837,
"FRA","CPI","TOT","IDX2010","Q","1966-Q3",12.88975,
"FRA","CPI","TOT","IDX2010","Q","1966-Q4",12.9724,
"FRA","CPI","TOT","IDX2010","Q","1967-Q1",13.08135,
"FRA","CPI","TOT","IDX2010","Q","1967-Q2",13.13395,
"FRA","CPI","TOT","IDX2010","Q","1967-Q3",13.22035,
"FRA","CPI","TOT","IDX2010","Q","1967-Q4",13.40444,
"FRA","CPI","TOT","IDX2010","Q","1968-Q1",13.59228,
"FRA","CPI","TOT","IDX2010","Q","1968-Q2",13.68245,
"FRA","CPI","TOT","IDX2010","Q","1968-Q3",13.84775,
"FRA","CPI","TOT","IDX2010","Q","1968-Q4",14.11824,
"FRA","CPI","TOT","IDX2010","Q","1969-Q1",14.36619,
"FRA","CPI","TOT","IDX2010","Q","1969-Q2",14.55404,
"FRA","CPI","TOT","IDX2010","Q","1969-Q3",14.72309,
"FRA","CPI","TOT","IDX2010","Q","1969-Q4",14.93723,
"FRA","CPI","TOT","IDX2010","Q","1970-Q1",15.16012,
"FRA","CPI","TOT","IDX2010","Q","1970-Q2",15.34538,
"FRA","CPI","TOT","IDX2010","Q","1970-Q3",15.49976,
"FRA","CPI","TOT","IDX2010","Q","1970-Q4",15.67987,
"FRA","CPI","TOT","IDX2010","Q","1971-Q1",15.896,
"FRA","CPI","TOT","IDX2010","Q","1971-Q2",16.14815,
"FRA","CPI","TOT","IDX2010","Q","1971-Q3",16.36943,
"FRA","CPI","TOT","IDX2010","Q","1971-Q4",16.601,
"FRA","CPI","TOT","IDX2010","Q","1972-Q1",16.80684,
"FRA","CPI","TOT","IDX2010","Q","1972-Q2",17.04356,
"FRA","CPI","TOT","IDX2010","Q","1972-Q3",17.3729,
"FRA","CPI","TOT","IDX2010","Q","1972-Q4",17.73312,
"FRA","CPI","TOT","IDX2010","Q","1973-Q1",17.89265,
"FRA","CPI","TOT","IDX2010","Q","1973-Q2",18.25287,
"FRA","CPI","TOT","IDX2010","Q","1973-Q3",18.69542,
"FRA","CPI","TOT","IDX2010","Q","1973-Q4",19.20488,
"FRA","CPI","TOT","IDX2010","Q","1974-Q1",19.92017,
"FRA","CPI","TOT","IDX2010","Q","1974-Q2",20.72809,
"FRA","CPI","TOT","IDX2010","Q","1974-Q3",21.41766,
"FRA","CPI","TOT","IDX2010","Q","1974-Q4",22.08664,
"FRA","CPI","TOT","IDX2010","Q","1975-Q1",22.69901,
"FRA","CPI","TOT","IDX2010","Q","1975-Q2",23.24963,
"FRA","CPI","TOT","IDX2010","Q","1975-Q3",23.75909,
"FRA","CPI","TOT","IDX2010","Q","1975-Q4",24.27884,
"FRA","CPI","TOT","IDX2010","Q","1976-Q1",24.87062,
"FRA","CPI","TOT","IDX2010","Q","1976-Q2",25.43669,
"FRA","CPI","TOT","IDX2010","Q","1976-Q3",26.02847,
"FRA","CPI","TOT","IDX2010","Q","1976-Q4",26.69746,
"FRA","CPI","TOT","IDX2010","Q","1977-Q1",27.11428,
"FRA","CPI","TOT","IDX2010","Q","1977-Q2",27.94279,
"FRA","CPI","TOT","IDX2010","Q","1977-Q3",28.60662,
"FRA","CPI","TOT","IDX2010","Q","1977-Q4",29.1521,
"FRA","CPI","TOT","IDX2010","Q","1978-Q1",29.61009,
"FRA","CPI","TOT","IDX2010","Q","1978-Q2",30.45404,
"FRA","CPI","TOT","IDX2010","Q","1978-Q3",31.26711,
"FRA","CPI","TOT","IDX2010","Q","1978-Q4",31.92065,
"FRA","CPI","TOT","IDX2010","Q","1979-Q1",32.61536,
"FRA","CPI","TOT","IDX2010","Q","1979-Q2",33.53649,
"FRA","CPI","TOT","IDX2010","Q","1979-Q3",34.6223,
"FRA","CPI","TOT","IDX2010","Q","1979-Q4",35.60004,
"FRA","CPI","TOT","IDX2010","Q","1980-Q1",36.95821,
"FRA","CPI","TOT","IDX2010","Q","1980-Q2",38.13539,
"FRA","CPI","TOT","IDX2010","Q","1980-Q3",39.33844,
"FRA","CPI","TOT","IDX2010","Q","1980-Q4",40.438,
"FRA","CPI","TOT","IDX2010","Q","1981-Q1",41.64105,
"FRA","CPI","TOT","IDX2010","Q","1981-Q2",43.01227,
"FRA","CPI","TOT","IDX2010","Q","1981-Q3",44.69395,
"FRA","CPI","TOT","IDX2010","Q","1981-Q4",46.14278,
"FRA","CPI","TOT","IDX2010","Q","1982-Q1",47.46226,
"FRA","CPI","TOT","IDX2010","Q","1982-Q2",48.92403,
"FRA","CPI","TOT","IDX2010","Q","1982-Q3",49.60964,
"FRA","CPI","TOT","IDX2010","Q","1982-Q4",50.51516,
"FRA","CPI","TOT","IDX2010","Q","1983-Q1",51.86051,
"FRA","CPI","TOT","IDX2010","Q","1983-Q2",53.30934,
"FRA","CPI","TOT","IDX2010","Q","1983-Q3",54.44771,
"FRA","CPI","TOT","IDX2010","Q","1983-Q4",55.48259,
"FRA","CPI","TOT","IDX2010","Q","1984-Q1",56.43986,
"FRA","CPI","TOT","IDX2010","Q","1984-Q2",57.4618,
"FRA","CPI","TOT","IDX2010","Q","1984-Q3",58.43201,
"FRA","CPI","TOT","IDX2010","Q","1984-Q4",59.27285,
"FRA","CPI","TOT","IDX2010","Q","1985-Q1",60.07488,
